ID,sea_level_245_2050,sea_level_370_2050,sea_level_585_2050,TC,tc_245_2050,tc_370_2050,tc_585_2050
A137,NA,NA,NA,0,0,0,0
A138,NA,NA,NA,0,0,0,0
A139,NA,NA,NA,0,0,0,0
A140,NA,NA,NA,0,0,0,0
A141,NA,NA,NA,0,0,0,0
AA129,0.29526806655637705,0.4793048651215204,0.6073781752325361,0,0,0,0
AA130,0.314295627882567,0.48729132217079996,0.6214847149882369,0,0,0,0
AA131,0.33491102665025163,0.49721428264437784,0.6385670832074413,0,0,0,0
AA132,0.3502552441707633,0.5070599186302946,0.6594030845911696,0,0,0,0
AB129,0.31182874145328976,0.4846148366682446,0.6176077247609929,0,0,0,0
AB130,0.3307185360090747,0.49368381619359347,0.6331735028532646,0,0,0,0
AB131,0.34732236425890733,0.5027238038659231,0.6511434649990454,0,0,0,0
AC128,0.30774307278970015,0.4822444636544215,0.6122345344100905,0,0,0,0
AC129,0.326926441735706,0.4905833694242284,0.62720759086748,0,0,0,0
AC130,0.3446792837321135,0.5,0.6445286469970011,0,0,0,0
AC131,0.3588659967864551,0.5099752005500424,0.6646917933403522,0,0,0,0
AD127,0.304736701086041,0.47986849793762404,0.6072073632937546,0,0,0,0
AD128,0.32224377323207476,0.48791299241092123,0.6216718790999447,0,0,0,0
AD129,0.34147524274439284,0.49770957495653256,0.6398441018405409,0,0,0,0
AD130,0.3569061425794578,0.5067500038998556,0.6583998392459011,0,0,0,0
AE127,0.3204303294273828,0.4868559903135543,0.6189808753289473,0,0,0,0
AE128,0.34009191146531337,0.4957900806596409,0.6363621984664101,0,0,0,0
AE129,0.3546918369380263,0.5050770484422561,0.6554423022416969,0,0,0,0
AF126,0.31904825801927017,0.4866693771339827,0.6178813599471311,0,0,0,0
AF127,0.33869125239781217,0.4952326631372485,0.6327675572567736,0,0,0,0
AF128,0.35368228736790497,0.5039622022742201,0.6506753964136723,0,0,0,0
AF129,0.36702962312332305,0.5135794808932563,0.6696960929227398,0,0,0,0
AG125,0.3187384935228222,0.48760219078527567,0.6172436420277823,0,0,0,0
AG126,0.33727266829334923,0.49566621676181094,0.6313562824519248,0,0,0,0
AG127,0.35220915065619,0.5039002751653734,0.6481333597320224,0,0,0,0
AG128,0.36570376525462056,0.5130818109992524,0.667232309730261,0,0,0,0
AH124,0.31920277679525166,0.4884101399352674,0.6154360996892217,0,0,0,0
AH125,0.33856304012470695,0.49733810903987524,0.6319593147214766,0,0,0,0
AH126,0.3519809183031163,0.5048912183327344,0.6472221434958922,0,0,0,0
AH127,0.3651902908960514,0.5134550460546453,0.6654876151540217,0,0,0,0
AI124,0.3376613678587598,0.4965951127099594,0.6279883150364701,0,0,0,0
AI125,0.3518666402679777,0.5049531606353083,0.6456437573560369,0,0,0,0
AI126,0.36384586055369605,0.5129574221015618,0.6637706455856899,0,0,0,0
AJ122,0.321189929208652,0.4886586532083537,0.6134718539230405,0,0,0,0
AJ123,0.3397116565762006,0.4966570327694272,0.6266248816945328,0,0,0,0
AJ124,0.35277785650410776,0.5043957165748808,0.6433135207493795,0,0,0,0
AK121,0.32606462412524506,0.4898385712555361,0.6152565055119866,0,0,0,0
AK122,0.3412249908313856,0.49783339285960687,0.6277927256460282,0,0,0,0
AK123,0.35446820925880873,0.5053248372366114,0.6430938574205423,0,0,0,0
AK124,0.3663173327041672,0.5138906196802069,0.6613087476021878,0,0,0,0
